id,name,description,axis,level,source
lit_labor_justice_0066,Equitable benefit-sharing in ocean resource governance: The Blue Growth Challenge to Maritime Governance,"Literature-derived competence (cluster: Equitable benefit-sharing in ocean resource governance) from Blue economy labour justice & social equity papers. Source paper: The Blue Growth Challenge to Maritime Governance (José Guerreiro, 2021).",OCEANIC,,data/derived/combined_blue_economy_labor_justice.csv
lit_labor_justice_0067,Child labour and forced labour prevention in fisheries: L'appropriation de l'espace côtier et de ses ressources. Des conflits,"Literature-derived competence (cluster: Child labour and forced labour prevention in fisheries) from Blue economy labour justice & social equity papers. Source paper: L'appropriation de l'espace côtier et de ses ressources. Des conflits entre pêcheurs et autres usagers du littoral et de (Maxime Crépel
Valérie Deldrève, 2004).",MARITIME,,data/derived/combined_blue_economy_labor_justice.csv
lit_labor_justice_0068,Indigenous and traditional fishing rights advocacy: A comparative analysis of two forms of stakeholder participation in Eu,"Literature-derived competence (cluster: Indigenous and traditional fishing rights advocacy) from Blue economy labour justice & social equity papers. Source paper: A comparative analysis of two forms of stakeholder participation in European aquaculture governance: self-regulation and (Selina M. Stead, 2005).",OCEANIC,,data/derived/combined_blue_economy_labor_justice.csv
lit_labor_justice_0069,Migration and mobile labour in maritime industries: Blue Governmentalities and Blue Economy Development,"Literature-derived competence (cluster: Migration and mobile labour in maritime industries) from Blue economy labour justice & social equity papers. Source paper: Blue Governmentalities and Blue Economy Development (Izni Azrein Noor Azalie, 2025).",MARITIME,,data/derived/combined_blue_economy_labor_justice.csv
lit_labor_justice_0070,Blue justice frameworks and social sustainability: Sustainable fishery: Combating IUU fishing through people's participat,"Literature-derived competence (cluster: Blue justice frameworks and social sustainability) from Blue economy labour justice & social equity papers. Source paper: Sustainable fishery: Combating IUU fishing through people's participation to ensure environmental justice (Anand Kumar
K. Parvathy Parameswaran, 2022).",OCEANIC,,data/derived/combined_blue_economy_labor_justice.csv
lit_labor_justice_0071,Equitable benefit-sharing in ocean resource governance: Participatory practices in fisheries across Europe: making stakeholder,"Literature-derived competence (cluster: Equitable benefit-sharing in ocean resource governance) from Blue economy labour justice & social equity papers. Source paper: Participatory practices in fisheries across Europe: making stakeholders more responsible (Knut H. Mikalsen
Svein Jentoft, 2008).",OCEANIC,,data/derived/combined_blue_economy_labor_justice.csv
lit_labor_justice_0072,Community participation in marine spatial planning: Rethinking blue economy governance – A blue economy equity model as an,"Literature-derived competence (cluster: Community participation in marine spatial planning) from Blue economy labour justice & social equity papers. Source paper: Rethinking blue economy governance – A blue economy equity model as an approach to operationalise equity (Freya Croft
Hugh Breakey
Michelle Voyer
Andrés Cisneros-Mont, 2024).",OCEANIC,,data/derived/combined_blue_economy_labor_justice.csv
lit_labor_justice_0073,Indigenous and traditional fishing rights advocacy: Who Is in and Who Is out in Ocean Economies Development?,"Literature-derived competence (cluster: Indigenous and traditional fishing rights advocacy) from Blue economy labour justice & social equity papers. Source paper: Who Is in and Who Is out in Ocean Economies Development? (Marianna Cavallo
Alicia Bugeja Said
José A. Pérez Agúndez, 2023).",OCEANIC,,data/derived/combined_blue_economy_labor_justice.csv
lit_labor_justice_0074,Labour union organising and collective bargaining: Derechos de las comunidades costeras en la gestión de espacios marinos,"Literature-derived competence (cluster: Labour union organising and collective bargaining) from Blue economy labour justice & social equity papers. Source paper: Derechos de las comunidades costeras en la gestión de espacios marinos: lecciones aprendidas por la Asociación Comunitar (Manuela de los Ríos Oakes, 2016).",MARITIME,,data/derived/combined_blue_economy_labor_justice.csv
lit_labor_justice_0075,Blue justice frameworks and social sustainability: Environmental justice in coastal systems: Perspectives from communitie,"Literature-derived competence (cluster: Blue justice frameworks and social sustainability) from Blue economy labour justice & social equity papers. Source paper: Environmental justice in coastal systems: Perspectives from communities confronting change (Jacqueline Lau
Jacqueline Lau
Georgina G. Gurney
Joshua E. C, 2021).",OCEANIC,,data/derived/combined_blue_economy_labor_justice.csv
lit_labor_justice_0076,"Equitable benefit-sharing in ocean resource governance: Forging connections, pursuing social justice: a tribute to Maarten Bav","Literature-derived competence (cluster: Equitable benefit-sharing in ocean resource governance) from Blue economy labour justice & social equity papers. Source paper: Forging connections, pursuing social justice: a tribute to Maarten Bavinck's conceptual and institution-building contrib (Joeri Scholtens
Derek Johnson
Svein Jentoft
Mirjam A. F. Ros, 2021).",OCEANIC,,data/derived/combined_blue_economy_labor_justice.csv
lit_labor_justice_0077,Community participation in marine spatial planning: Good governance for sustainable blue economy in small islands: Lessons,"Literature-derived competence (cluster: Community participation in marine spatial planning) from Blue economy labour justice & social equity papers. Source paper: Good governance for sustainable blue economy in small islands: Lessons learned from the Seychelles experience (D. Benzaken
Michelle Voyer
Angelique Pouponneau
Quentin A Ha, 2022).",OCEANIC,,data/derived/combined_blue_economy_labor_justice.csv
lit_labor_justice_0078,Indigenous and traditional fishing rights advocacy: Blue justice: A survey for eliciting perceptions of environmental just,"Literature-derived competence (cluster: Indigenous and traditional fishing rights advocacy) from Blue economy labour justice & social equity papers. Source paper: Blue justice: A survey for eliciting perceptions of environmental justice among coastal planners’ and small-scale fisher (Sigrid Engen
Vera Helene Hausner
Georgina G. Gurney
Else Gre, 2021).",OCEANIC,,data/derived/combined_blue_economy_labor_justice.csv
lit_labor_justice_0079,Social impact assessment for blue economy projects: Oceans justice: Trade-offs between Sustainable Development Goals in th,"Literature-derived competence (cluster: Social impact assessment for blue economy projects) from Blue economy labour justice & social equity papers. Source paper: Oceans justice: Trade-offs between Sustainable Development Goals in the Seychelles (Susan F. Baker
Natasha Louise Constant
Poppy Nicol, 2023).",OCEANIC,,data/derived/combined_blue_economy_labor_justice.csv
lit_labor_justice_0080,Blue justice frameworks and social sustainability: Social equity is key to sustainable ocean governance,"Literature-derived competence (cluster: Blue justice frameworks and social sustainability) from Blue economy labour justice & social equity papers. Source paper: Social equity is key to sustainable ocean governance (Katherine M. Crosman
Edward H. Allison
Yoshi Ota
Andrés M. C, 2022).",OCEANIC,,data/derived/combined_blue_economy_labor_justice.csv
lit_labor_justice_0081,Equitable benefit-sharing in ocean resource governance: Rethinking Environmental Governance for Development: The Blue Œconomy,"Literature-derived competence (cluster: Equitable benefit-sharing in ocean resource governance) from Blue economy labour justice & social equity papers. Source paper: Rethinking Environmental Governance for Development: The Blue Œconomy Dispositive (Alex Midlen, 2025).",OCEANIC,,data/derived/combined_blue_economy_labor_justice.csv
lit_labor_justice_0082,Community participation in marine spatial planning: Deep aspirations: towards a sustainable offshore blue economy,"Literature-derived competence (cluster: Community participation in marine spatial planning) from Blue economy labour justice & social equity papers. Source paper: Deep aspirations: towards a sustainable offshore blue economy (Camilla Novaglio
Camilla Novaglio
Narissa Bax
Narissa Bax
Fa, 2021).",OCEANIC,,data/derived/combined_blue_economy_labor_justice.csv
lit_labor_justice_0083,Indigenous and traditional fishing rights advocacy: Meaningful Multi-Stakeholder Participation via Social Media in Coastal,"Literature-derived competence (cluster: Indigenous and traditional fishing rights advocacy) from Blue economy labour justice & social equity papers. Source paper: Meaningful Multi-Stakeholder Participation via Social Media in Coastal Fishing Village Spatial Planning and Governance (Jing Wang
Shu-Chen Tsai, 2025).",OCEANIC,,data/derived/combined_blue_economy_labor_justice.csv
lit_labor_justice_0084,Social impact assessment for blue economy projects: Putting coastal communities at the center of a sustainable blue econom,"Literature-derived competence (cluster: Social impact assessment for blue economy projects) from Blue economy labour justice & social equity papers. Source paper: Putting coastal communities at the center of a sustainable blue economy: A review of risks, opportunities, and strategie (Louisa Evans
P.M. Buchan
Matt Fortnam
M B Honig
Louise Heaps, 2023).",OCEANIC,,data/derived/combined_blue_economy_labor_justice.csv
